"nmqm","Zentral","WL","Gebtyp.25","Haustyp.23","HZ.unvoll","Fussboden.HZ","bad.score.25","Kueche.offen","kue.score.23","Boden.Fak.23","Modern.Boden","Balkon.Terrasse","Besond.Ausst","Modern.Fenster","wfl.gekappt","bj","(weights)"
13.42,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,1,0,54,2003.5,0.0722999270962448
19.46,1,"durchschnittliche","anderer","anderer",FALSE,0,0,1,3,"guter",0,0,0,0,37,1983,0.0894486003081552
13.16,1,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,57,2003.5,0.0483981181380396
10.55,1,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",1,0,0,0,78,1924,0.0562663014025125
21.55,1,"gute","anderer","anderer",FALSE,0,0,1,1,"guter",0,1,0,0,29,1972,0.0706172705090856
23.75,1,"gute","anderer","anderer",FALSE,0,2,0,3,"guter",0,0,0,0,80,2003.5,0.0742074421790498
14.73,1,"gute","anderer","anderer",FALSE,0,0,0,1,"guter",0,1,0,0,33,1972,0.0720979141781552
18.45,1,"gute","anderer","anderer",FALSE,0,0,0,1,"guter",0,1,0,0,58,1957.5,0.0797762391423397
14.1,1,"gute","Hochhaus","anderer",FALSE,0,0,0,1,"einfacher",0,1,0,0,67,1972,0.0891991139337034
19.99,1,"gute","Hochhaus","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,90,1957.5,0.0941774787005828
22.07,1,"gute","Hochhaus","anderer",FALSE,0,1,0,2,"guter",0,1,0,0,58,1972,0.0736188640822327
11.14,1,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,79,1957.5,0.105167982480069
10.66,1,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",1,1,0,0,57,1972,0.0590214284077601
18.33,1,"gute","anderer","anderer",FALSE,0,0,0,2,"guter",0,0,0,0,30,1957.5,0.0689915681425255
10.24,1,"gute","Wohnblock","sehr.einfacher",FALSE,0,1,0,1,"guter",0,1,0,0,115,1924,0.0845876525834978
8.73,1,"gute","anderer","anderer",FALSE,0,1,0,0,"anderer",0,1,0,0,89,1957.5,0.0750300933335527
18.64,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,59,1957.5,0.0359619949309917
17.68,1,"gute","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,80,1957.5,0.0801997249934601
28.68,1,"gute","Hochhaus","anderer",FALSE,1,0,1,1,"guter",1,1,0,0,38,1972,0.0371040411262183
14.48,1,"gute","Hochhaus","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,33,1957.5,0.0726778215539702
19.1,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,75,1957.5,0.0435646336001061
4.95,1,"gute","anderer","anderer",FALSE,0,2,0,0,"einfacher",0,0,0,0,78,1993.5,0.0393587397078223
10.08,1,"gute","Hochhaus","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,67,1957.5,0.0746343115732015
17.17,1,"gute","Wohnblock","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,69,1957.5,0.0422299258111074
19.91,1,"gute","Hochhaus","anderer",FALSE,1,0,0,3,"guter",0,1,0,0,110,1972,0.0790734369155754
25.12,1,"gute","Hochhaus","anderer",FALSE,0,1,0,2,"guter",1,1,0,0,33,1957.5,0.04284154360512
22.5,1,"gute","Hochhaus","anderer",FALSE,0,0,0,1,"guter",0,1,0,0,36,1972,0.0732287189334728
11.21,1,"gute","Hochhaus","anderer",FALSE,1,0,0,2,"einfacher",0,1,0,0,58,1972,0.0626267554092026
24.51,1,"gute","Hochhaus","anderer",FALSE,1,1,0,3,"guter",0,1,0,0,61,1957.5,0.0534626135796586
9.98,1,"gute","Wohnblock","anderer",FALSE,0,1,0,0,"anderer",0,1,0,0,71,1972,0.0703175011901763
16.93,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,44,2003.5,0.0686453131194086
19.33,1,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,30,2020,0.0393587661298754
24.35,1,"gute","Wohnblock","sehr.einfacher",FALSE,0,0,0,3,"guter",1,1,0,0,131,1924,0.0698486100846257
12.71,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,68,1957.5,0.0840229586837888
13.73,1,"gute","Hochhaus","anderer",FALSE,0,1,0,0,"guter",0,1,1,0,63,1972,0.0755529707866256
14.62,1,"gute","anderer","guter",FALSE,0,1,0,0,"guter",0,1,0,0,76,1918,0.0365954309666684
13.52,1,"gute","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,87,1957.5,0.0831645424140035
15.1,1,"gute","anderer","ENb",FALSE,0,1,0,1,"guter",0,1,0,0,35,1957.5,0.0635050640951764
14.93,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,74,1957.5,0.0866785832632665
15.28,1,"gute","Hochhaus","anderer",FALSE,0,1,0,2,"guter",0,1,0,0,89,1983,0.0888667080688939
16.41,1,"gute","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,62,1957.5,0.081448584811456
3.96,1,"gute","Wohnblock","sehr.einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,75,1924,0.0766427057467725
13.51,1,"gute","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,97,1957.5,0.0976590312183595
9.02,1,"gute","Wohnblock","anderer",FALSE,0,0,0,0,"ohne",0,1,0,0,68,1972,0.138051813083879
7.91,1,"gute","anderer","sehr.einfacher",FALSE,0,1,0,0,"guter",0,0,1,0,85,1939,0.0703270222644505
7.48,1,"gute","anderer","anderer",FALSE,0,0,0,0,"ohne",0,1,0,0,53,1957.5,0.124132910642586
9.88,1,"gute","Hochhaus","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,68,1972,0.0864501667298293
15.3,1,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,0,0,65,2003.5,0.0686535672729904
20.47,1,"gute","Wohnblock","einfacher",FALSE,0,1,0,0,"guter",1,1,0,0,75,1918,0.049632620143805
16.1,1,"gute","anderer","anderer",FALSE,0,2,0,2,"guter",1,1,1,0,90,1983,0.0546136936962015
16.94,1,"gute","Wohnblock","einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,78,1939,0.0756152090309469
14.5,1,"gute","anderer","einfacher",FALSE,0,2,0,0,"guter",0,1,1,0,92,1918,0.0356623270451354
7.06,1,"gute","Wohnblock","einfacher",FALSE,0,1,0,0,"guter",0,1,0,0,68,1939,0.0643923165407355
15.63,1,"gute","anderer","sehr.einfacher",FALSE,0,2,0,0,"guter",0,0,0,0,64,1918,0.0616845877695475
17.15,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,34,1957.5,0.0704381203065312
9.18,1,"gute","Wohnblock","sehr.einfacher",FALSE,0,1,0,0,"guter",1,1,0,0,58,1939,0.0208373376171897
20.66,1,"gute","anderer","anderer",FALSE,0,1,0,2,"guter",0,0,0,0,52,2003.5,0.0715537842765937
20.34,1,"gute","anderer","anderer",FALSE,0,4,0,3,"guter",1,0,1,0,58,2013.5,0.0312204119627834
14.71,1,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,0,0,112,2003.5,0.0876028175180994
12.68,1,"gute","anderer","anderer",FALSE,0,0,0,0,"anderer",0,0,1,0,105,2003.5,0.0937669901253074
19.83,1,"gute","anderer","anderer",FALSE,0,4,0,0,"guter",0,0,0,0,80,2003.5,0.0596956711410356
12.96,1,"gute","anderer","anderer",FALSE,0,2,0,3,"guter",0,0,0,0,75,2003.5,0.072307997297853
11.05,1,"durchschnittliche","anderer","sehr.einfacher",FALSE,0,1,0,0,"guter",0,0,0,0,55,1918,0.0776009413499749
5.57,1,"durchschnittliche","Wohnblock","ENb",FALSE,0,1,0,0,"anderer",0,0,0,0,89,1957.5,0.0887045805975646
15,1,"gute","Hochhaus","anderer",FALSE,0,1,0,2,"guter",0,1,0,0,80,1957.5,0.0801997249934601
17.94,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",1,1,0,0,84,1957.5,0.0311147672364154
21.17,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,60,1957.5,0.0403040410402525
13.44,1,"gute","Wohnblock","ENb",FALSE,0,1,0,0,"guter",0,1,0,0,81,1957.5,0.040308355935334
15.61,1,"gute","anderer","anderer",FALSE,0,0,0,2,"guter",0,0,0,0,57,2003.5,0.0818743586092806
17.21,1,"gute","anderer","anderer",FALSE,0,0,1,3,"guter",0,0,0,0,43,1993.5,0.0786849162805818
23.37,1,"beste","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,1,0,92,1993.5,0.0853184206896457
10.1,1,"gute","anderer","guter",TRUE,0,1,0,0,"guter",0,1,0,0,99,1918,0.0824626683653223
29.24,1,"beste","anderer","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,21,1957.5,0.0617383493040265
21.9,1,"gute","anderer","guter",FALSE,0,0,0,1,"guter",0,1,0,0,70,1918,0.0791034651467975
10.38,1,"gute","anderer","guter",FALSE,0,1,0,0,"guter",0,1,0,0,117,1918,0.0905310483853475
11.43,1,"gute","anderer","guter",FALSE,0,1,0,2,"guter",0,1,0,0,70,1924,0.0669818436746083
9.77,1,"beste","anderer","einfacher",FALSE,0,1,0,0,"einfacher",0,1,0,0,150,1918,0.104473224442514
22.46,1,"gute","anderer","einfacher",FALSE,0,0,0,2,"guter",0,0,0,0,28,1924,0.0600615961470794
18.15,1,"durchschnittliche","anderer","guter",FALSE,0,3,0,3,"guter",0,1,0,0,81,1939,0.0327558906446308
7.26,1,"gute","Wohnblock","einfacher",FALSE,0,1,0,0,"guter",0,1,0,0,83,1924,0.0716533061740542
13.73,1,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,3,"anderer",0,1,0,0,102,1983,0.05594270920332
15.98,1,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,66,2013.5,0.0782281772572482
9.57,1,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,1,1,"guter",0,1,0,0,70,1983,0.106147490140435
11.27,1,"durchschnittliche","Hochhaus","ENb",FALSE,0,0,1,0,"guter",0,0,0,0,45,1957.5,0.0881656962401339
10.41,1,"gute","anderer","ENb",FALSE,0,0,0,0,"anderer",0,0,0,0,48,1957.5,0.0676301305174002
10.9,1,"gute","anderer","sehr.einfacher",FALSE,0,4,0,0,"anderer",0,1,0,1,60,1918,0.0433965425100217
15.56,1,"durchschnittliche","anderer","einfacher",FALSE,0,1,0,0,"guter",0,1,0,0,69,1939,0.0765238749593832
14.6,1,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",1,1,0,0,100,1918,0.059914292135815
10.67,1,"durchschnittliche","anderer","guter",FALSE,0,0,0,0,"guter",0,0,0,0,75,1939,0.044008140310481
18.21,1,"gute","Hochhaus","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,47,1972,0.0775286898661143
21.3,1,"gute","Hochhaus","anderer",FALSE,0,1,1,2,"guter",0,1,0,0,92,1957.5,0.0853491340807451
14.75,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,61,1957.5,0.0810272453628157
16.28,1,"gute","anderer","guter",FALSE,0,2,0,0,"guter",0,0,0,0,78,1918,0.0331649245753564
15.39,1,"gute","anderer","guter",FALSE,0,2,0,0,"guter",0,1,0,1,89,1918,0.0702236048708662
23.61,1,"gute","anderer","anderer",FALSE,0,0,0,3,"guter",0,1,0,0,36,1972,0.0732287189334728
13.31,1,"gute","anderer","einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,94,1924,0.0845790066268488
16.16,1,"gute","anderer","guter",FALSE,0,0,0,0,"guter",0,0,0,0,94,1918,0.0895877603310737
13.91,1,"gute","anderer","guter",FALSE,0,2,0,0,"guter",0,1,0,0,87,1918,0.0694990322296972
9.05,1,"gute","anderer","einfacher",FALSE,0,0,0,0,"einfacher",0,0,0,0,73,1918,0.083329632528595
11.15,1,"gute","anderer","anderer",FALSE,0,1,0,1,"guter",0,0,0,0,61,1957.5,0.0726739495582294
17.29,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,48,1993.5,0.0807523694317064
15.69,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,87,2003.5,0.0956571436836321
11.66,1,"gute","anderer","sehr.einfacher",FALSE,0,0,0,0,"anderer",0,0,0,0,90,1918,0.0783488898964705
22.78,1,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",1,1,0,0,72,1983,0.0497464096958727
11.06,1,"gute","anderer","guter",TRUE,0,0,0,0,"guter",0,1,0,1,130,1918,0.107976445692574
28,1,"gute","anderer","guter",FALSE,0,3,1,3,"guter",1,1,0,0,75,1924,0.0376943692022346
14.49,1,"gute","anderer","guter",FALSE,0,0,0,2,"anderer",0,1,0,0,82,1918,0.0751649505014382
17.86,1,"gute","anderer","sehr.einfacher",FALSE,0,1,0,0,"guter",0,0,0,0,58,1918,0.0666674913897431
13.78,1,"gute","anderer","guter",FALSE,0,2,0,0,"guter",0,1,0,0,129,1918,0.0864116210509766
10.25,1,"gute","anderer","einfacher",FALSE,0,3,0,3,"guter",0,1,0,0,119,1918,0.0735863742122198
4.62,1,"gute","anderer","anderer",FALSE,0,1,0,0,"einfacher",0,0,0,0,136,1983,0.117609120646094
14.36,1,"gute","anderer","guter",FALSE,0,2,0,0,"guter",0,1,0,0,106,1918,0.0766956324387826
9.62,1,"gute","anderer","guter",FALSE,0,1,0,0,"guter",0,0,0,0,125,1918,0.0471829922244418
8.16,1,"gute","anderer","einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,83,1918,0.0846203164416741
15.95,1,"gute","anderer","guter",FALSE,0,0,0,3,"guter",0,1,0,0,79,1918,0.0828830737749989
14.9,1,"gute","anderer","einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,44,1918,0.0691240496493448
18.82,1,"gute","anderer","einfacher",FALSE,0,2,0,0,"guter",0,1,0,0,83,1924,0.0642663925603878
16.51,1,"gute","anderer","guter",FALSE,0,0,0,0,"guter",0,1,0,0,63,1918,0.0762831922224362
15.63,1,"gute","anderer","sehr.einfacher",FALSE,0,1,0,1,"guter",0,1,0,1,48,1918,0.0316488448288736
15.16,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",1,1,0,0,62,1957.5,0.0248979632636414
17.65,1,"gute","anderer","guter",FALSE,0,2,1,0,"guter",1,0,0,1,68,1924,0.0405287025032205
17.57,1,"gute","anderer","anderer",FALSE,0,0,1,3,"guter",1,0,0,0,48,2003.5,0.0532643688265417
17.58,1,"gute","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,91,2003.5,0.0704643100867802
18.92,1,"gute","anderer","anderer",FALSE,0,1,1,3,"guter",0,1,0,0,60,1993.5,0.0770786761302211
21.34,1,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,47,2013.5,0.0708866673991898
22.23,1,"gute","anderer","guter",FALSE,0,0,0,0,"guter",1,1,0,0,103,1918,0.0319927197254332
14.77,1,"gute","Hochhaus","anderer",FALSE,0,0,0,0,"guter",0,0,1,0,44,1957.5,0.0741884516243412
10.8,1,"gute","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,63,1957.5,0.0424573674400625
14.72,1,"gute","anderer","ENb",FALSE,0,1,0,0,"guter",0,1,0,0,69,1957.5,0.0757526800893221
12.74,1,"gute","anderer","ENb",FALSE,0,3,0,0,"einfacher",0,1,0,0,90,1957.5,0.0704753417278677
22.96,1,"gute","anderer","guter",FALSE,0,3,0,0,"guter",0,1,0,0,105,1918,0.0684330806015149
6.73,1,"gute","anderer","sehr.einfacher",FALSE,1,0,1,0,"guter",0,1,0,0,104,1918,0.0694132245366629
24.01,1,"gute","anderer","guter",FALSE,0,1,1,0,"guter",0,1,0,0,74,1918,0.0724356495806787
18.62,1,"gute","anderer","einfacher",FALSE,0,0,0,0,"anderer",0,0,0,0,47,1924,0.0591826310773001
12.26,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,62,1918,0.0379442884782403
10.21,1,"gute","anderer","sehr.einfacher",FALSE,0,0,0,0,"anderer",0,1,0,0,96,1918,0.0404125263669056
17.33,1,"gute","anderer","guter",FALSE,0,1,0,3,"guter",0,0,0,0,75,1924,0.068741422795588
17.35,1,"gute","anderer","ENb",FALSE,0,0,0,1,"guter",0,1,1,0,34,1957.5,0.0704381203065312
16.29,1,"gute","Hochhaus","anderer",FALSE,0,1,0,3,"anderer",0,1,1,0,89,1993.5,0.0399957146602284
25.22,1,"gute","anderer","einfacher",FALSE,0,0,0,0,"guter",0,0,0,0,20,1918,0.0610322224335749
19.1,1,"durchschnittliche","Hochhaus","ENb",FALSE,0,2,0,3,"guter",1,1,0,0,48,1957.5,0.0245519409880186
17.36,1,"gute","anderer","guter",FALSE,0,1,0,0,"guter",1,1,0,0,70,1918,0.0483621704124363
17.6,1,"gute","anderer","anderer",FALSE,0,0,0,1,"anderer",0,0,0,0,75,1957.5,0.0777959490219669
18.05,1,"durchschnittliche","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,0,0,113,2013.5,0.0360106606993229
18.1,1,"gute","anderer","ENb",FALSE,0,0,0,3,"anderer",0,0,0,0,58,1957.5,0.0712305799522044
21.12,1,"durchschnittliche","anderer","guter",FALSE,0,0,0,2,"guter",1,1,0,0,92,1918,0.0714525024863538
17.78,1,"gute","anderer","guter",FALSE,1,2,1,3,"guter",0,0,1,0,90,1939,0.0238107049814096
16,1,"gute","anderer","einfacher",FALSE,0,1,0,0,"guter",0,1,0,0,35,1924,0.0558618257363776
12.59,1,"gute","anderer","guter",FALSE,0,0,0,0,"guter",0,0,0,0,65,1918,0.0770785796164624
14.24,1,"durchschnittliche","anderer","guter",FALSE,1,2,1,3,"guter",0,1,1,0,85,1918,0.0598213729606355
11.22,1,"gute","anderer","sehr.einfacher",FALSE,0,1,1,0,"guter",0,0,0,0,40,1924,0.0573296788030404
18.54,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,60,2013.5,0.0641413368223881
13.56,1,"gute","anderer","anderer",FALSE,0,2,0,1,"guter",0,1,0,0,73,1957.5,0.0346836596427284
17.08,1,"gute","anderer","anderer",FALSE,0,0,1,0,"anderer",0,0,0,0,48,1957.5,0.0676301305174002
19.33,1,"gute","anderer","anderer",FALSE,0,2,0,3,"guter",0,0,0,0,72,1957.5,0.0345042532422903
22.83,1,"gute","anderer","anderer",FALSE,0,0,0,2,"guter",0,0,0,0,23,1972,0.0684530989401226
28.13,1,"gute","anderer","guter",FALSE,0,1,0,3,"guter",0,1,0,0,64,1918,0.0343873716695592
10.96,1,"gute","Wohnblock","einfacher",FALSE,0,2,0,0,"guter",0,1,0,0,52,1918,0.0579623876716011
14.41,1,"gute","anderer","anderer",FALSE,0,2,1,1,"guter",1,0,0,0,50,1993.5,0.0447423337423617
19.44,1,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,27,2013.5,0.0712458264794515
12.28,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,58,1957.5,0.0797762391423397
11.79,1,"durchschnittliche","anderer","guter",FALSE,0,1,0,3,"guter",0,1,0,0,62,1918,0.0402350608103948
20.85,1,"gute","Wohnblock","guter",FALSE,0,2,1,2,"guter",0,1,0,0,100,1918,0.074345945018739
19.4,1,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,1,0,0,67,1924,0.0295745236152715
13.54,1,"gute","anderer","guter",FALSE,0,1,0,0,"guter",0,0,0,0,103,1918,0.0841911145970309
17.89,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,53,1983,0.0737318066032266
9.51,1,"gute","Wohnblock","guter",TRUE,0,0,0,0,"anderer",0,1,0,0,58,1924,0.0626575266253985
13.4,1,"gute","anderer","einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,106,1918,0.0476700119187896
12.05,1,"gute","Hochhaus","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,95,1972,0.0994433792896478
10.95,1,"gute","Hochhaus","anderer",FALSE,0,0,0,0,"guter",0,1,1,0,95,1972,0.0994433792896478
14.17,1,"gute","Hochhaus","anderer",FALSE,0,0,1,0,"guter",0,1,0,0,60,1983,0.0426231085425909
10.76,1,"gute","Hochhaus","anderer",FALSE,0,3,1,3,"guter",1,1,0,0,96,1983,0.050531522993645
11.37,1,"gute","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,93,1924,0.0377335859989559
20.02,1,"gute","anderer","sehr.einfacher",FALSE,0,2,0,1,"guter",1,1,0,0,84,1918,0.0466428195272171
28.97,1,"gute","anderer","anderer",FALSE,0,1,0,1,"guter",0,1,0,0,29,1972,0.0633371643320393
16.49,1,"gute","Hochhaus","anderer",FALSE,0,1,0,3,"guter",0,0,0,0,57,1957.5,0.0711817571273137
19.89,1,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,0,0,100,2020,0.0282933587351896
23.64,1,"gute","anderer","sehr.einfacher",FALSE,0,2,1,0,"guter",0,1,0,0,61,1918,0.0607322425639453
4.51,1,"gute","Wohnblock","sehr.einfacher",FALSE,0,0,0,0,"anderer",0,1,0,0,80,1924,0.070230357522241
17.23,1,"gute","anderer","anderer",FALSE,0,0,1,0,"guter",0,0,0,0,66,2003.5,0.0857867325511559
10.28,1,"gute","Wohnblock","einfacher",FALSE,0,2,0,0,"guter",1,1,0,0,71,1924,0.0411642004441021
20.58,1,"gute","Wohnblock","einfacher",FALSE,0,1,0,2,"guter",0,0,0,0,43,1924,0.058228817705727
5.96,1,"gute","Wohnblock","ENb",TRUE,0,0,0,0,"guter",0,1,0,0,64,1957.5,0.0822978374797326
18.98,1,"gute","anderer","anderer",FALSE,0,3,0,0,"guter",1,0,0,0,59,1972,0.0202894186602672
5.2,1,"gute","Wohnblock","einfacher",TRUE,0,0,0,0,"guter",0,1,0,0,47,1924,0.0662828764424435
20.69,1,"gute","Wohnblock","anderer",FALSE,0,1,0,3,"guter",0,0,0,0,58,1957.5,0.0715519126118071
13.65,1,"gute","anderer","anderer",FALSE,0,1,0,0,"einfacher",0,0,0,0,63,1957.5,0.0761606683257754
19.09,1,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",1,1,0,0,110,1993.5,0.0610741261009659
20.82,1,"gute","anderer","einfacher",TRUE,0,0,1,0,"anderer",0,0,0,0,55,1918,0.0653433901205612
9.71,1,"gute","anderer","einfacher",FALSE,0,2,0,1,"einfacher",0,1,0,0,103,1924,0.07393922835335
11.51,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,57,1993.5,0.0846114205042608
3.91,1,"gute","Wohnblock","sehr.einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,75,1918,0.0811814731267751
17.13,1,"gute","anderer","anderer",FALSE,0,1,1,2,"guter",0,1,0,0,47,1993.5,0.0720526965455371
24.46,1,"durchschnittliche","anderer","anderer",FALSE,0,4,1,0,"guter",0,0,1,0,100,2020,0.0538171182397543
6.44,1,"gute","Wohnblock","einfacher",FALSE,0,1,0,0,"guter",0,0,0,0,105,1924,0.0803127717483743
21.3,1,"durchschnittliche","anderer","anderer",FALSE,0,1,1,3,"guter",1,0,1,0,54,2013.5,0.050106704663078
15.22,1,"durchschnittliche","anderer","anderer",FALSE,0,3,1,2,"guter",0,0,0,0,103,2013.5,0.0762414347483838
23.54,1,"durchschnittliche","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,1,0,89,2020,0.035226801443323
12.73,1,"durchschnittliche","anderer","einfacher",FALSE,0,1,0,0,"guter",0,1,0,0,113,1918,0.104833275542924
24.87,1,"durchschnittliche","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,106,2020,0.0690141921601068
15.43,1,"gute","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,58,1993.5,0.0762832552398194
21.75,1,"durchschnittliche","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,91,2020,0.0638491710118926
25.69,1,"gute","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,65,2022.5,0.0382520884842765
30.51,1,"gute","anderer","anderer",FALSE,0,3,1,3,"guter",0,0,1,0,49,2022.5,0.0352058087638622
18.71,1,"gute","anderer","ENb",FALSE,0,2,0,2,"anderer",0,0,0,0,42,1957.5,0.0263687178689243
14.91,1,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,0,0,68,2013.5,0.0599659996312105
19.5,1,"gute","anderer","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,40,1957.5,0.0726649624024519
22.93,1,"gute","anderer","guter",FALSE,0,4,0,0,"guter",1,1,0,0,140,1918,0.0501654850448317
20.73,1,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",1,1,0,0,110,1918,0.0703566300250766
15.41,1,"gute","anderer","guter",FALSE,0,4,0,0,"guter",0,1,0,0,85,1918,0.0276655796844742
14.5,1,"gute","Hochhaus","ENb",FALSE,0,0,0,0,"einfacher",1,0,0,0,40,1957.5,0.0513729736778128
18.49,1,"gute","anderer","anderer",FALSE,0,0,0,1,"guter",0,1,0,0,30,1972,0.0709845578197243
15.6,1,"gute","anderer","ENb",FALSE,0,0,0,1,"einfacher",0,0,0,0,39,1972,0.07714133197727
15.87,1,"gute","anderer","einfacher",FALSE,0,1,1,1,"guter",0,0,0,0,34,1918,0.0588638024245126
15.11,1,"gute","anderer","einfacher",FALSE,0,1,1,0,"ohne",0,0,0,0,59,1918,0.107014571556663
15.55,1,"gute","anderer","sehr.einfacher",TRUE,0,0,0,1,"guter",0,1,0,0,54,1918,0.0728041511232005
17.38,1,"gute","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,38,2003.5,0.0665417045742205
19.46,1,"gute","anderer","einfacher",FALSE,0,1,1,3,"guter",0,0,0,0,38,1924,0.056737970083937
23.19,1,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",1,1,0,0,69,1972,0.0238257261983868
13.38,1,"gute","Hochhaus","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,74,1957.5,0.0433392916316332
15.49,1,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,71,1957.5,0.100894040438882
22.44,1,"gute","anderer","anderer",FALSE,0,3,0,0,"guter",1,1,0,0,78,1972,0.0223905255427485
15.09,1,"gute","anderer","sehr.einfacher",FALSE,0,2,0,0,"guter",0,0,0,0,58,1918,0.0298972887745194
18,1,"gute","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,44,1957.5,0.0741884516243412
19.96,1,"durchschnittliche","anderer","anderer",FALSE,0,0,0,1,"guter",0,1,0,0,35,1993.5,0.0892440355951324
23.74,1,"durchschnittliche","anderer","anderer",FALSE,0,1,1,3,"guter",0,0,0,0,65,2013.5,0.0778235102551785
11.36,1,"gute","anderer","einfacher",FALSE,0,1,0,3,"guter",0,1,0,0,87,1924,0.0731551608044044
11.5,1,"gute","Hochhaus","ENb",FALSE,0,1,0,0,"guter",0,0,0,0,50,1957.5,0.034321826553124
14.92,1,"gute","Hochhaus","ENb",FALSE,0,1,0,0,"guter",0,0,0,0,68,1972,0.0775378087715089
12.45,1,"durchschnittliche","anderer","einfacher",FALSE,0,1,0,0,"guter",0,0,0,0,85,1918,0.090664498801573
14.49,1,"durchschnittliche","anderer","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,104,1983,0.126614958890762
